M143wt_5,5329390,4692730,1571770,2666486,3445190,822848,1384678,1520366,1727394,3016282,611932,2798934,3062134,1084466,437940,1131046,2429378,1579408,2406536,2999586,1888184,1582456,1766560,1856,36,6,15766,8,4,8,4,4,2638,18,38,16,1192,2,6,2,10,38,54076,156,294,162,6,8,2,8,14,22,2,2,4,404,2,2,8,2,6,3312762,1539700,72712
C54wt_1,5921248,6350830,2146722,3627720,4468380,1057174,1836740,1948712,2436152,4188068,804272,3933044,4106076,1517836,613792,1537942,3174184,2046588,3158192,3868994,2629196,2015454,2376776,1880,56,4,10,17102,2,4,2,32,4204,42,52,8,552,2,18,8,4,86,65668,140,400,160,2,10,2,2,16,2,14,2,4,722,6,2,16,3487802,1955984,88672
C54Y_6,7775332,7951776,2621316,4480852,5849190,1359058,2373740,2500596,3050690,5272350,1023128,5070074,5188684,1893208,753068,2005234,4048586,2564178,3972790,5048596,3293914,2607726,3014624,2670,78,2,17868,2,4,2,8,14,3474,20,66,8,312,6,16,6,8,20,100286,6,408,214,4,2,12,4,4,2,2,6,4843076,2563506,120762
S21Thom_3,7354228,5403060,1843894,3031870,3885860,986760,1592198,1714128,2017250,3487524,723958,3169964,3626980,1270834,525612,1292414,2837154,1849304,2784900,3418446,2165138,1737012,2020084,1616,64,2,4,13324,4,4,34,2182,6,30,44,2,182,16,16,66,68182,72,266,228,10,4,12,24,12,2,2,4,580,4,2,8,2968970,1748060,82024
C54wt_5,7044140,5849762,1924024,3290166,4392906,995028,1748274,1893810,2243714,3891738,760602,3785124,3806198,1382308,551062,1497454,2994992,1890090,2928174,3749080,2372382,1924018,2235138,1912,74,4,4,11738,4,2,6,14,2178,30,74,18,206,12,4,66,80242,208,314,194,12,4,10,10,2,660,2,2,2,3730258,1918444,89108
N12wt_2,6898174,5056076,1709690,2823488,3579550,901132,1518876,1634334,1845358,3202766,672528,2825674,3363308,1165012,476094,1186670,2597902,1733896,2590816,3053008,2027554,1665312,1895560,1606,44,2,8,15252,8,4,12,20,2896,2,18,36,12,240,20,2,2,86,83496,82,256,240,14,2,2,4,32,34,2,12,740,2,4,2,10,2919864,1600416,85316
R146wt_4,7390176,5664626,1887832,3205156,4160916,1012482,1628704,1851328,2119842,3661018,775616,3533924,3694460,1314368,538372,1423912,2971948,1904286,2890178,3733598,2232348,1911466,2162212,1580,44,4,12,13934,2,2,2,2,10,2056,40,62,16,218,12,10,8,402,72036,268,286,126,18,10,2,12,8,2,6,774,2,10,3112598,1835942,89644
N12wt_3,6543372,8341326,2607016,4976084,6134378,1184160,2367662,2489992,3537982,6008478,957784,6094076,5126498,2068046,784452,2291346,4040102,2371234,3835138,5286842,3405752,2558244,3267174,1188,62,8,4,17154,4,4,18,3136,4,18,40,10,282,24,16,2,42,147782,10,278,164,20,4,2,16,12,40,2,2,2,682,2,12,5185434,2566468,101832
S21Thet_5,9406934,8238868,2804244,4523718,5813482,1426046,2418684,2543972,3110908,5310114,1090248,4926894,5367378,1939586,800910,1983498,4157840,2744836,4153698,4968624,3303982,2632432,3057210,2332,88,6,2,21894,6,8,6,2,16,4456,32,36,16,500,6,18,18,8,38,119218,186,380,304,8,4,4,20,10,6,2,2,2,2,2,6,2,2,2,2,18,4509452,2543482,122240
P26wt_3,8292018,5986194,1956628,3396742,4171908,1100122,1777046,2048562,2218612,3709526,801444,3477652,3972484,1372064,551468,1404218,3137612,2055768,3044854,3681232,2316712,1928514,2258024,1702,66,2,2,17836,14,8,2,4,108,3132,20,54,14,152,12,2,56,112414,132,442,262,4,12,2,2,16,6,14,6,4,326,2,22,2781384,1834250,93156
P26R_4,9559292,7190360,2463250,4037700,5136272,1247920,2118848,2270842,2653062,4678242,952508,4251002,4692188,1694322,694174,1717274,3725844,2408440,3669624,4481690,2931102,2408422,2678356,1814,70,4,16,18936,10,2,6,6,3296,12,46,26,534,2,12,4,4,48,93270,394,352,224,18,4,24,8,4,10,8,442,2,18,4448978,2264582,77628
hetdel_4,6432412,5606510,1875908,3223288,3971470,978504,1605148,1847058,2184870,3660996,731014,3740368,3504830,1306778,533222,1458718,2938328,1840280,2763800,3578412,2226316,1889820,2157636,1630,26,2,4,22168,4,4,14,3372,2,22,52,8,200,30,4,90,152166,276,256,164,20,6,16,46,6,2,10,834,2,10,3180986,1891252,89286
M143wt_3,9341648,7573566,2478038,4295516,5368834,1347048,2235236,2481828,2903892,4756134,968992,4794022,4870630,1722932,652122,1901344,3895794,2511222,3792202,4740184,2973932,2509030,2845426,2730,64,8,6,27496,12,6,4,4,8,4886,4,44,52,26,750,32,12,6,202,86172,362,468,378,12,6,8,22,6,134,4,2,2,1228,2,24,4019288,2465390,123302
M143wt_2,8144490,6930972,2291616,4006124,4985780,1218952,2058154,2284802,2585330,4349300,903360,4255998,4511874,1588422,613846,1692784,3593914,2342042,3566912,4393262,2705774,2332286,2608894,2430,46,6,8,27040,10,6,16,4784,4,36,24,14,620,12,28,6,1018,85428,132,440,284,12,6,6,2,36,6,130,4,6,4,2,2,1296,2,2,16,3972634,2289766,115336
M143wt_6,8199086,8000968,2602788,4368754,5485508,1419214,2298318,2695402,3008626,5018424,1039908,4910870,5072316,1851894,730506,1921740,4098394,2686238,3963662,4853130,3207048,2605764,2972740,2914,84,8,16,33998,16,2,2,8,16,7210,4,42,76,12,246,16,16,4,970,93972,208,516,460,6,12,4,34,4,152,12,4,2,1084,30,4403788,2577334,139576
hetdel_2,7405274,6932798,2321368,3830672,5010468,1232062,2009710,2308684,2537120,4420856,909578,4139244,4476738,1601246,664338,1703434,3525464,2296046,3450632,4459642,2713564,2229250,2550400,1970,72,2,21652,4,6,2,10,4,44,4820,6,22,92,28,214,28,12,6,94,82270,316,410,236,10,6,6,12,2,22,2,2,2,4,974,2,32,4065486,2248824,107696
M143Vhet_1,8444894,7326230,2400962,4137198,5286576,1216886,2151720,2350108,2916870,4908504,924400,4875416,4691132,1762444,689822,1872780,3695798,2314416,3604252,4470568,3028614,2385046,2795764,2132,78,6,6,19454,6,2,2,2,2,2,42,3850,8,18,44,8,478,26,12,2,90,118544,120,286,232,10,6,10,2,56,4,6,4,814,4,2,4548910,2372370,106996
R146wt_1,8139202,6103256,2060818,3423490,4431206,1072888,1751136,1945298,2321984,3979446,807706,3719094,3994180,1457166,585112,1512190,3146752,2034958,3063460,3980224,2418490,1986112,2287250,1918,56,2,6,15404,2,4,14,3008,24,32,18,254,4,18,14,4,414,62470,314,332,150,10,6,6,18,4,14,6,16,740,6,2,12,3624642,1947112,93386
M143Vhet_4,6242494,5848010,1941354,3303250,4199806,1008216,1722592,1898432,2181752,3733328,745904,3494846,3796462,1358036,528012,1399844,2969844,1944752,2943176,3622728,2315982,1915390,2177070,1744,22,4,8,21586,2,8,3914,28,52,16,1940,24,14,8,80,67586,172,304,180,8,6,4,12,60,16,2,20,918,2,4,14,3697836,1859024,91134
NA_6,6396986,6701062,2235520,3765518,4815810,1181260,1973332,2155196,2478636,4209190,866762,3840034,4333266,1553642,601576,1574538,3404734,2258152,3391132,4257152,2638460,2225322,2482042,2844,36,6,12,25158,8,2,4,6,4696,4,38,26,24,902,14,6,8,116,67728,264,334,182,10,4,4,8,10,2,102,4,2,2,8,780,4,22,4304280,2146550,110696
S21wt_5,6961576,6915030,2327858,3844712,4912038,1158852,2063624,2137518,2604576,4481954,904534,4114306,4528442,1651492,657922,1666134,3463852,2259426,3465208,4164238,2783278,2179760,2556634,1736,102,4,15738,20,2,2,2,2,14,3372,4,26,52,20,402,14,12,6,272,89666,170,340,184,14,2,6,26,4,24,2,4,4,598,2,2,18,3609332,2110986,101534
C54Y_4,6614192,5846560,1905932,3390856,4215516,981848,1709726,1841848,2365724,3918694,729240,3948814,3736096,1385736,550732,1484380,2965420,1844744,2856406,3609302,2384580,1918406,2253780,1554,30,6,18154,2,6,3562,18,38,8,260,12,10,10,8,129708,6,304,140,2,2,2,2,2,2,6,6,2,2,2,16,3525164,1875504,88316
NA_5,4722362,4315378,1478462,2452838,3004326,756526,1241644,1422672,1619910,2796890,565788,2645598,2736554,993856,411322,1071020,2253346,1440754,2175848,2657518,1746764,1472830,1639906,1366,46,4,8,18048,4,2,4,4,2964,2,2,30,24,16,1062,22,10,12,88,61484,198,362,140,16,4,2,12,2,62,4,12,522,4,8,2,12,2561788,1433850,67952
R146wt_2,9283844,8372728,2828252,4732108,6120110,1463258,2430220,2640738,3149458,5394754,1104740,4950604,5525516,1948382,792426,2044140,4271132,2781464,4214464,5345590,3288864,2760660,3149078,2104,128,4,6,20776,4,2,2,8,16,3328,2,48,42,10,256,38,12,6,470,93446,416,492,250,18,2,4,12,2,22,2,4,938,2,2,2,8,5101908,2671266,122746
C54wt_3,21754718,4169466,1475286,2346270,2881488,732924,1248654,1342478,1553352,2712230,572246,2460718,2706222,966154,972478,982302,2151664,1390918,2162216,2479214,1761602,1423990,1570820,1128,58,8,12570,10,4,4,16,2202,36,28,10,472,8,6,24,3264534,142,254,106,20,14,2,4,8,2,2,2,4,4,4,2,10,3126916,1338536,61062
N12wt_1,7271512,5544780,1831330,3175738,3982278,952768,1663176,1764598,2146518,3605082,715198,3472716,3633502,1306080,530860,1391850,2863958,1831766,2743828,3459366,2245210,1825388,2115540,1804,76,10,2,16396,6,6,2,2,10,3354,2,30,34,10,302,20,4,60,129080,160,314,168,10,6,6,20,10,40,4,2,2,2,740,4,2,10,3322492,1739322,83116
delwt_4,6374220,7127166,2401918,4094022,5239226,1320590,2068442,2327824,2579114,4454534,962792,4236474,4662854,1575098,661346,1738826,3778184,2463380,3680698,4862768,2781112,2484792,2709836,2540,62,14,28806,18,2,2,2,12,4662,32,50,360,2,22,4,4,144,133054,174,390,260,20,6,4,20,2,92,8,6,1196,6,4,2,18,4567698,2395220,117796
M143Vhom_1,6609376,5541094,1821198,3089508,3884228,992762,1616398,1829676,2131128,3502186,718450,3501302,3548352,1271678,521022,1378100,2868720,1846304,2748444,3457380,2202580,1845330,2087840,2024,32,24182,6,2,5144,2,22,46,22,474,2,20,12,2,80,201742,98,314,234,2,10,2,14,168,4,2,4,922,4,8,2579540,1784420,94980
M143Vhet_3,7326204,6383840,2127816,3587008,4519434,1142530,1865938,2088418,2420260,4086112,836838,3934018,4122600,1483920,585700,1577980,3317180,2156096,3205002,3979814,2549688,2150316,2409532,2540,46,12,27786,10,4,2,2,5894,8,26,56,8,676,24,2,6,32,70304,184,380,284,4,2,12,2,4,4,4,4,2,12,3123646,2092346,108262
S21Thet_6,9568554,6875062,2311650,3905078,4987518,1223820,1996764,2246090,2569906,4482514,932758,4256208,4465992,1571336,642196,1714504,3598452,2307700,3496798,4387276,2705234,2343430,2626674,1532,74,2,8,19786,6,8,2,4,12,2978,22,66,14,338,16,6,14,72,130774,224,294,202,8,2,2,2,28,6,46,2,2,8,844,2,4,2,2,20,4321418,2218250,104874
S21Thet_4,8205900,7337978,2481034,4055474,5171974,1306908,2205502,2312432,2732668,4669442,969920,4237300,4830162,1704812,696490,1733754,3754156,2497532,3738632,4445306,2972430,2417588,2753902,2456,62,10,24,27206,20,2,2,2,2,10,5362,40,46,40,438,34,8,8,54,103634,252,298,262,12,4,4,48,4,70,8,4,4,732,6,10,4482396,2314910,119448
M143Vhom_5,6733528,5777242,1915112,3260996,4102690,1005568,1690850,1862228,2175198,3678422,743676,3427198,3718394,1350180,533258,1383032,2962328,1924842,2912592,3563452,2288792,1902798,2156624,2094,44,10,23308,12,4,2,14,4344,6,46,38,22,1276,26,10,14,120,66904,302,328,184,12,12,2,14,116,16,2,2,8,880,2,14,3592564,1851716,95796
S21Thom_5,7865606,5863304,1999348,3225426,4094286,1030614,1773378,1852004,2147182,3745288,780190,3266020,3961304,1377208,556666,1337726,3018198,1998352,3013440,3428874,2392518,1880976,2172022,1834,82,4,2,15720,8,16,3250,8,28,42,10,358,10,8,4,80,76190,116,250,196,8,4,6,8,18,2,34,6,4,732,10,2956974,1818886,93480
S21Thom_6,7774616,6342148,2123226,3528544,4416552,1098600,1883284,2042064,2389150,4030492,836076,3728054,4133070,1489270,576850,1496970,3260236,2148544,3199076,3695930,2522750,2073788,2364026,2018,52,6,24908,16,2,14,4,4450,20,68,22,316,30,14,102,94194,114,322,290,8,2,2,4,46,2,120,4,4,8,904,2,2,2,12,3016242,2012388,108486
P26wt_1,9071090,7133910,2405578,3989400,5069422,1284736,2114360,2234124,2621242,4504090,949060,4115930,4743332,1662708,683908,1694256,3658374,2451708,3632432,4431696,2820056,2321406,2663040,1984,64,6,20762,6,2,4,10,4200,2,38,26,12,378,30,8,4,90,113254,328,436,272,22,8,8,40,6,34,6,4,10,898,2,18,3845244,2202230,112024
delwt_6,6657124,5611810,1847224,3241184,4197380,962150,1657476,1819156,2192824,3730626,719912,3714362,3627122,1318094,526838,1443614,2906332,1826758,2810784,3640212,2258946,1885940,2159372,1980,52,2,4,15320,8,2,6,28,2714,2,24,30,10,216,12,12,10,72,86658,96,274,176,2,2,2,8,2,52,2,2,2,716,8,3602910,1872828,86934
hetdel_5,6625918,6242988,2064150,3504090,4635200,1061160,1852332,2072658,2342588,4073376,803310,3905348,4068428,1465380,591862,1563296,3142074,2013752,3123756,3961576,2501798,2018510,2333754,1986,48,4,12814,10,2,6,32,2554,2,24,32,16,180,14,2,2,78,92676,220,324,184,16,2,4,2,2,2,6,718,2,10,3980358,2023938,91638
S21wt_1,7168556,6515196,2206910,3597296,4583878,1193486,1897962,2056506,2416126,4184490,880446,3843646,4328588,1519360,629430,1548782,3352156,2240782,3299528,4133680,2593272,2136348,2437490,1976,72,6,4,16920,12,4,6,38,3200,2,22,50,6,290,8,12,70,89092,8,78,250,6,2,8,16,8,2,4,748,2,2,6,8,3129194,2055794,100302
N12wt_4,10428942,6870830,2270264,3948378,4753596,1214386,2017024,2182392,2593920,4385132,885338,4103898,4521442,1636130,674476,1640352,3543096,2258112,3399760,4202596,2740562,2165610,2571588,2002,58,2,2,23262,8,2,22,4124,18,38,14,154,6,26,22,4,82,92534,132,342,266,12,14,14,30,8,2,10,802,6,2,26,3418848,2131958,107292
hetdel_3,7377326,6218348,2094630,3538610,4477676,1107516,1784650,2051760,2358304,4010178,825672,3907782,3923254,1434834,565612,1582094,3262518,2073232,3114140,4043630,2447840,2114012,2357680,1946,40,2,10,24992,2,2,2,2,10,3936,32,44,12,218,10,4,6,106,81296,302,218,178,6,4,16,4,86,4,4,2,2,872,6,3688576,2097864,101242
S21wt_4,8068038,6742224,2299322,3699870,4724296,1184030,2033550,2116602,2490248,4300550,904322,3821138,4503372,1584690,641788,1579750,3430484,2288970,3458628,3998544,2725868,2190704,2507060,1966,50,12,18120,14,6,2,3748,42,62,24,478,2,34,10,10,194,101688,344,368,308,20,4,2,16,32,10,44,4,4,836,2,2,14,3527984,2071704,103788
R146fs_4,11715170,7717816,2624580,4348462,5538180,1325002,2302544,2450854,2977556,5128032,1020552,4828836,5068220,1837204,745264,1912162,3988342,2546992,3926682,4657720,3178564,2565260,2913104,1978,60,2,10,20832,12,4,2,4,2,3846,52,46,4,392,18,2,10,80,67880,10,348,202,2,2,2,6,20,60,6,1022,2,18,4027332,2465252,117658
P26wt_4,8404312,5991694,2110078,3246116,4232826,1062796,1801134,1989664,2054276,3732188,825476,3233686,3993442,1361570,587448,1347756,3100366,2057662,3124090,3658864,2489010,1998434,2176094,1606,48,2,13632,10,4,8,2102,34,28,26,184,6,6,22,90088,296,92,166,8,4,14,2,2,4,4,16,3704360,1936630,65660
N12K_1,7698096,6811860,2286152,3774924,4784846,1195240,2011894,2107556,2526412,4373842,887646,3939788,4491856,1576732,645532,1619018,3443172,2299280,3411808,4120000,2738506,2206870,2539750,1994,74,8,10,18860,2,2,2,2,4056,34,38,28,518,24,8,4,88,86788,144,300,292,2,2,2,6,32,28,4,2,4,808,2,2,10,3794274,2086976,99720
P26R_6,10961222,8170670,2773768,4485438,5683628,1431582,2442746,2638672,2994344,5186718,1067588,4677144,5317992,1909784,759610,1883238,4163448,2772806,4163452,4883654,3299002,2628540,3011132,2284,82,2,24768,8,2,6,22,4284,14,46,22,318,8,2,22,119096,84,488,294,2,2,4,20,2,2,12,5270080,2603570,136090
R146wt_3,12316952,10944828,3696384,6052116,7809980,1944896,3156686,3557124,4116452,6968092,1474988,6544810,7165078,2562788,1058880,2679306,5578782,3692554,5489002,6950564,4284000,3549100,4082148,3366,136,8,10,25662,10,6,2,2,42,4680,2,50,72,18,370,2,24,20,12,136,122490,570,634,398,28,2,6,2,20,4,20,6,2,12,1180,6,2,2,22,5423538,3513176,170092
N12wt_5,9699534,6793566,2216360,3795956,4685818,1207058,2016546,2159988,2497404,4267658,866612,3948054,4495502,1577950,650858,1575692,3445418,2231624,3358342,4081880,2675324,2132422,2511656,2228,62,20362,12,50,3902,4,32,38,36,116,24,8,2,80,94084,300,252,2,4,22,16,6,4,876,12,3436528,2062922,111422
R146fs_2,9478874,7144108,2410856,3971876,5198190,1334782,2100306,2279526,2599186,4498208,974768,4102850,4788474,1616730,681048,1697034,3734060,2494320,3691080,4616988,2795724,2352720,2666680,1958,48,8,8,19026,6,4,6,10,3602,4,20,42,8,230,12,10,10,112,70524,252,294,262,2,2,2,6,20,2,2,906,2,4,2,22,3739494,2267528,114376
NA_3,13637726,5035488,1713832,2814030,3637062,864480,1501078,1620164,1882732,3302354,667410,3057222,3287854,1175256,786506,1233506,2552682,1643166,2562064,3110116,2098712,1667520,1888402,1502,72,6,12,12624,2,12,2778,4,46,42,8,406,8,2,10,100,1435802,128,258,186,70,4,4,2,4,2,8,2,2,4,340,2,4,6,3028574,1608110,72330
S21Thet_1,9331334,5637782,1877170,3206968,4051334,1017364,1648444,1777764,2145382,3675186,752926,3431780,3707832,1331458,547598,1390450,2941000,1902540,2807240,3587526,2233906,1835758,2140592,1442,40,6,15802,10,12,2,14,2672,4,28,38,20,266,2,20,2,6,348,89988,160,244,216,10,6,14,20,16,6,2,612,16,2946208,1778844,86872
R146wt_6,9124932,6911996,2343768,3926250,5073052,1249088,2030126,2288210,2578752,4490570,945136,4264224,4521834,1610220,642898,1720164,3647522,2381040,3561608,4479348,2751070,2364914,2652276,2010,62,4,8,19704,2,2,18,3248,20,20,16,344,18,4,18,82,88968,268,310,248,10,6,4,20,4,28,4,908,2,16,3882712,2267526,114062
M143Vhet_6,5510124,5183382,1724744,2919332,3676382,933254,1518090,1697434,1907232,3253474,680510,3017754,3346818,1184610,466332,1232956,2669540,1756168,2626094,3274382,2048986,1738302,1936400,1964,46,4,8,21738,2,10,4612,2,22,38,14,758,30,16,4,20,46546,126,270,190,10,6,4,8,2,4,2,4,2,2,2785998,1705804,88592
M143wt_4,17865838,5655452,1859108,3197874,3920588,986820,1674154,1854304,2177926,3624996,729226,3537530,3590560,1333112,909378,1390792,2913954,1872630,2800386,3427336,2258528,1864054,2124806,1908,88,10,2,23408,20,2,6,10,20,4144,10,32,70,20,958,34,12,4,116,2268024,112,384,242,12,18,2,4,48,4,128,4,4,4,2,2,8,910,2,14,3491954,1827568,93386
N12K_5,6882150,6511182,2123340,3643184,4465648,1123986,1938286,2048160,2390816,4065978,822184,3799286,4285098,1519950,622838,1505972,3245886,2119150,3202662,3896826,2604412,2009206,2404120,2380,80,2,18042,12,2,2,48,3736,2,24,56,12,108,30,14,76,85818,8,268,226,2,8,20,2,18,2,718,2,2,4,3390310,1958786,100820
R146fs_1,9415046,8394608,2849648,4662982,6098198,1557172,2489022,2650614,3065168,5328298,1146096,4772342,5630382,1908428,802124,1989532,4352784,2936884,4339578,5389900,3290706,2798694,3138516,2042,118,4,4,22074,6,14,3758,24,54,30,406,20,10,74,65888,16,308,318,6,16,40,36,2,1074,22,4434472,2643542,133338
S21wt_2,10072122,7515702,2631430,4475142,5313112,1383414,2164522,2420178,2871758,4949938,1101114,4750252,4989072,1840130,796590,1860402,4107106,2595022,3882234,4899356,3131210,2565558,2904548,1980,116,22,19062,14,4,2,4,22,2736,2,32,90,14,636,24,28,14,476,114752,398,512,338,24,16,2,4,6,14,16,6,4,1052,8,24,4707794,2522330,75842
P26R_5,10249820,7605678,2528654,4250374,5492064,1353344,2254782,2375394,2770326,4869222,1008122,4415278,5024982,1774508,711512,1818248,3905004,2591262,3858348,4830736,2993596,2518394,2837250,2140,74,18164,6,2,4,4,12,3184,34,34,8,996,16,2,74,127018,174,360,240,2,6,4,16,54,4,6,844,2,2,6,4830638,2387606,122112
P26wt_2,8502686,6478466,2163586,3615106,4614940,1164188,1933180,2049434,2405350,4152558,856254,3824152,4301010,1508022,619880,1562452,3337768,2225528,3269838,3969090,2567992,2150820,2428102,1662,56,6,20208,10,2,12,3824,36,46,14,348,22,50,105070,10,52,234,4,4,4,18,10,4,2,418,14,3552228,2022836,103378
NA_7,10055742,8404146,2854142,4696030,6125620,1427226,2470202,2685470,3147550,5511012,1098810,5208832,5449860,1958206,810400,2064754,4240688,2724402,4266644,5238042,3471180,2765444,3149850,2384,104,2,8,19778,20,2,30,4390,26,66,8,676,18,12,12,158,129674,182,322,290,88,2,6,6,18,20,4,4,14,622,2,2,2,8,4710088,2684398,116554
S21Thet_2,7562134,5900328,1990438,3348666,4258790,1089738,1733718,1871684,2197902,3828284,805008,3507518,3947578,1376932,563948,1428352,3098264,2047238,3005780,3794040,2328544,1964634,2223122,1590,62,6,15128,14,2,4,16,2748,4,40,66,14,228,14,22,76,62094,144,252,206,18,6,20,32,2,30,2,2,2,830,2,16,2962108,1877586,92888
P26R_1,8415440,6804358,2284792,3779416,4839014,1181942,2018018,2211148,2515256,4363390,894292,3975274,4480966,1585182,647252,1624656,3462758,2276988,3437432,4093838,2724684,2229098,2540526,1744,102,4,18928,12,2,4,2,30,3864,44,44,16,370,4,20,14,12,58,99636,244,324,218,4,8,4,16,4,18,2,6,14,482,6,10,4094646,2151366,75918
P26R_3,8700002,6637562,2225022,3729286,4801458,1165678,1968942,2129994,2463046,4280510,876032,3971338,4390756,1551856,622612,1610872,3406858,2245892,3370534,4101028,2630820,2186148,2504108,1778,44,2,8,17984,8,4,2,8,3102,20,34,14,148,8,4,2,28,113778,76,330,226,2,2,4,20,2,14,2,2,4,10,3858450,2109490,103088
